net,length_um
blkProj14999_7.blk4000_70.o_Data\[2\],11.04
net335,11.04
_03031_,11.02
_03084_,11.02
_03155_,11.02
_08037_,11.02
_09029_,11.02
net304,11.02
net337,11.02
net344,11.02
net514,11.02
_01595_,11
_05382_,11
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[31\],11
net402,11
_02492_,10.98
_05828_,10.98
blkProj14999_7.blk2116_47.r_Registers\[15\]\[19\],10.98
blkProj14999_7.blk3989_105.Result\[27\],10.98
net221,10.98
net350,10.98
_04147_,10.96
_04824_,10.96
net414,10.96
_02488_,10.94
_04759_,10.94
_05503_,10.94
blkProj14999_7.blk2116_47.r_Registers\[20\]\[5\],10.94
blkProj14999_7.blk2116_47.r_Registers\[3\]\[11\],10.935
_03583_,10.92
_04609_,10.92
_08238_,10.92
blkProj14999_7.blk2116_47.r_Registers\[31\]\[17\],10.92
_04140_,10.9
_05248_,10.9
_06111_,10.9
_06493_,10.9
_02714_,10.885
_02814_,10.885
_04142_,10.88
_07499_,10.88
_07659_,10.88
_08150_,10.88
blkProj14999_7.blk2116_47.r_Registers\[19\]\[8\],10.88
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[38\],10.88
net306,10.88
_05754_,10.87
_02442_,10.86
_03391_,10.86
_03577_,10.86
_07102_,10.86
_07786_,10.86
_08104_,10.86
_08466_,10.86
_01876_,10.84
_02365_,10.84
_06074_,10.84
blkProj14999_7.blk2116_47.r_Registers\[12\]\[29\],10.84
blkProj14999_7.blk2116_47.r_Registers\[9\]\[4\],10.84
_00723_,10.83
_02428_,10.82
_02531_,10.82
_03337_,10.82
_03681_,10.82
_04412_,10.82
_05144_,10.82
_05146_,10.82
_07000_,10.82
_08666_,10.82
_04035_,10.8
_04244_,10.8
_04679_,10.8
_05177_,10.8
_06112_,10.8
_07603_,10.8
_07958_,10.8
_02621_,10.78
_05089_,10.78
_05512_,10.78
_07353_,10.78
_07739_,10.78
net424,10.78
net538,10.78
_03032_,10.76
_05557_,10.76
_06341_,10.76
_07292_,10.76
blkProj14999_7.blk2116_47.r_Registers\[15\]\[29\],10.76
net430,10.76
_02426_,10.745
_02992_,10.74
_05356_,10.74
_05430_,10.74
_05766_,10.74
_06072_,10.74
_06323_,10.74
_07074_,10.74
_07724_,10.74
_07746_,10.74
_08494_,10.74
_08807_,10.74
blkProj14999_7.blk2116_47.r_Registers\[8\]\[31\],10.74
_04458_,10.72
blkProj14999_7.blk2116_47.r_Registers\[9\]\[5\],10.72
_04055_,10.7
_04077_,10.7
_04245_,10.7
_05001_,10.7
_06163_,10.7
blkProj14999_7.blk2116_47.r_Registers\[31\]\[9\],10.7
blkProj14999_7.blk2116_47.r_Registers\[5\]\[22\],10.7
net551,10.7
blkProj14999_7.blk2116_47.r_Registers\[25\]\[15\],10.685
_03260_,10.68
_04286_,10.68
_04565_,10.68
_08385_,10.68
net203,10.68
_04069_,10.66
_05439_,10.66
_05573_,10.66
_05674_,10.66
_06258_,10.66
_06372_,10.66
_06217_,10.64
_06373_,10.64
net190,10.64
net530,10.64
_00185_,10.63
_06508_,10.63
_00735_,10.62
_04016_,10.62
_05767_,10.62
_07285_,10.62
net420,10.62
_00542_,10.61
_00832_,10.61
_05211_,10.6
blkProj14999_7.blk2116_47.r_Registers\[30\]\[29\],10.6
_07249_,10.585
_02550_,10.58
_04632_,10.58
_05562_,10.58
_07623_,10.58
net554,10.58
_02494_,10.56
_02526_,10.56
_05970_,10.56
_06333_,10.56
_08372_,10.56
_01002_,10.55
_01621_,10.54
_03715_,10.54
_04100_,10.54
_05629_,10.54
blkProj14999_7.blk2116_47.r_Registers\[26\]\[0\],10.53
_01446_,10.52
_01680_,10.52
blkProj14999_7.blk2116_47.r_Registers\[2\]\[18\],10.52
_02600_,10.505
_02603_,10.505
_04267_,10.5
_05286_,10.5
_06213_,10.5
_07180_,10.5
blkProj14999_7.blk2116_47.r_Registers\[10\]\[3\],10.5
blkProj14999_7.blk2116_47.r_Registers\[3\]\[27\],10.5
_03707_,10.48
_07876_,10.48
_01668_,10.465
_06609_,10.46
_07250_,10.46
_02032_,10.44
_02636_,10.44
_02715_,10.44
_02742_,10.44
_03142_,10.44
_03217_,10.44
_05208_,10.44
_08610_,10.44
net215,10.44
_03962_,10.42
_07476_,10.42
_00692_,10.41
_02727_,10.4
_04643_,10.4
_04708_,10.4
_06063_,10.4
_06071_,10.4
_07782_,10.4
_07889_,10.4
_08118_,10.4
_08983_,10.4
blkProj14999_7.blk2116_47.r_Registers\[15\]\[23\],10.4
blkProj14999_7.blk2116_47.r_Registers\[21\]\[3\],10.39
blkProj14999_7.blk2116_47.r_Registers\[25\]\[6\],10.39
_03297_,10.38
_05433_,10.38
_07931_,10.38
net94,10.38
_01050_,10.37
_07518_,10.37
_03416_,10.36
_04194_,10.36
_04755_,10.36
_05150_,10.36
blkProj14999_7.blk2116_47.r_Registers\[14\]\[5\],10.345
_02427_,10.34
_03070_,10.34
_03176_,10.34
_06000_,10.34
_08596_,10.34
_08854_,10.34
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[10\],10.34
net230,10.34
_02640_,10.32
_02740_,10.32
_03147_,10.32
_05235_,10.32
_05329_,10.32
_07289_,10.32
_07645_,10.32
_08767_,10.32
blkProj14999_7.blk2116_47.r_Registers\[26\]\[10\],10.31
_02756_,10.305
_05534_,10.3
blkProj14999_7.blk3989_105.Result\[1\],10.285
_01099_,10.28
_03901_,10.28
_05188_,10.28
_05250_,10.28
_05492_,10.28
_05896_,10.28
_06815_,10.28
_07387_,10.28
blkProj14999_7.blk2116_47.r_Registers\[26\]\[22\],10.28
blkProj14999_7.blk2116_47.r_Registers\[31\]\[16\],10.28
net374,10.28
_08783_,10.26
_01114_,10.25
_01355_,10.25
_05148_,10.24
_07124_,10.24
_08400_,10.24
blkProj14999_7.blk2116_47.r_Registers\[16\]\[29\],10.24
_00639_,10.23
net547,10.22
_02059_,10.2
_04541_,10.2
_04591_,10.2
_04681_,10.2
_06095_,10.2
_07019_,10.2
_07473_,10.2
_07940_,10.2
_09016_,10.2
blkProj14999_7.blk2116_47.r_Registers\[22\]\[15\],10.2
_02975_,10.18
_06031_,10.18
_06465_,10.18
_07798_,10.18
net320,10.18
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[33\],10.17
_02180_,10.16
_04265_,10.16
_05292_,10.16
_05748_,10.16
_06114_,10.16
_06514_,10.16
blkProj14999_7.blk2116_47.r_Registers\[4\]\[14\],10.16
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[29\],10.16
blkProj14999_7.blk4000_70.o_Data\[3\],10.14
_03668_,10.12
_07368_,10.12
_07639_,10.12
blkProj14999_7.blk2116_47.r_Registers\[25\]\[17\],10.115
_00104_,10.11
_07300_,10.1
net467,10.1
_06584_,10.095
_07754_,10.08
blkProj14999_7.blk2116_47.r_Registers\[13\]\[8\],10.08
blkProj14999_7.blk2116_47.r_Registers\[19\]\[10\],10.08
net497,10.08
blkProj14999_7.blk2116_47.r_Registers\[21\]\[11\],10.07
net501,10.06
_04234_,10.04
_06257_,10.04
blkProj14999_7.blk2116_47.r_Registers\[27\]\[5\],10.04
blkProj14999_7.blk2116_47.r_Registers\[31\]\[15\],10.04
blkProj14999_7.blk2116_47.r_Registers\[4\]\[1\],10.04
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[24\],10.04
_07228_,10.02
net427,10.02
_02605_,10.005
_02664_,10.005
_01023_,10
_01983_,10
_05306_,10
net299,10
_05474_,9.99
_02419_,9.98
_02553_,9.98
_03578_,9.98
_07247_,9.98
_08112_,9.98
_08815_,9.98
blkProj14999_7.blk2116_47.r_Registers\[8\]\[1\],9.98
blkProj14999_7.blk3989_105.Result\[30\],9.98
o_Instruction[24],9.98
net199,9.98
net343,9.98
_03241_,9.96
_04078_,9.96
blkProj14999_7.blk2116_47.r_Registers\[2\]\[23\],9.96
_03028_,9.94
_03259_,9.94
_04045_,9.94
_05623_,9.94
_06412_,9.94
_06873_,9.94
_07367_,9.94
_08834_,9.94
blkProj14999_7.blk2116_47.r_Registers\[13\]\[5\],9.94
_01194_,9.93
_05718_,9.92
blkProj14999_7.blk2116_47.r_Registers\[13\]\[2\],9.92
_07291_,9.915
_03242_,9.9
_07034_,9.9
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[26\],9.9
_03253_,9.88
_03903_,9.88
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[13\],9.88
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[15\],9.88
o_Instruction[31],9.88
_05645_,9.87
_02629_,9.86
_03969_,9.86
_04223_,9.86
_05117_,9.86
_05522_,9.86
_05739_,9.86
_06809_,9.86
_07272_,9.86
_08221_,9.86
_08380_,9.86
o_exeout[22],9.86
net355,9.86
net107,9.84
_00641_,9.82
_02451_,9.82
_02734_,9.82
_03038_,9.82
_03709_,9.82
_04000_,9.82
_04060_,9.82
_04618_,9.82
_07500_,9.82
_08395_,9.82
_08785_,9.82
net419,9.82
_02620_,9.8
_03065_,9.8
_03433_,9.8
_04971_,9.8
_06839_,9.8
_07747_,9.8
blkProj14999_7.blk2116_47.r_Registers\[19\]\[7\],9.8
_00840_,9.79
blkProj14999_7.blk2116_47.r_Registers\[14\]\[26\],9.79
blkProj14999_7.blk2116_47.r_Registers\[18\]\[31\],9.785
_03036_,9.78
_03331_,9.78
_03923_,9.78
_04644_,9.78
_04758_,9.78
_05098_,9.78
_07536_,9.78
_07725_,9.78
_08103_,9.78
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[23\],9.78
net446,9.76
net495,9.76
_00997_,9.75
_02072_,9.74
_03348_,9.74
_05520_,9.74
_05963_,9.74
_06739_,9.74
_07306_,9.74
_02667_,9.735
_06350_,9.72
_06625_,9.72
_07973_,9.72
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[2\],9.72
net132,9.72
net180,9.72
net148,9.705
_03341_,9.7
_05750_,9.7
_06408_,9.7
blkProj14999_7.blk2116_47.r_Registers\[20\]\[6\],9.7
blkProj14999_7.blk2116_47.r_Registers\[23\]\[4\],9.7
blkProj14999_7.blk2116_47.r_Registers\[27\]\[25\],9.7
net520,9.7
_07243_,9.68
_08348_,9.68
_04314_,9.66
_06219_,9.66
_07834_,9.66
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[0\],9.66
net475,9.66
net543,9.66
net167,9.645
_04951_,9.64
_06382_,9.64
_07480_,9.64
_02162_,9.62
_03392_,9.62
_06381_,9.62
_07066_,9.62
_07482_,9.62
_07775_,9.62
_08956_,9.62
_01561_,9.605
_02657_,9.605
_02185_,9.6
_04151_,9.6
_05563_,9.6
_06492_,9.6
_07592_,9.6
_07855_,9.6
_07960_,9.6
blkProj14999_7.blk3989_105.Result\[23\],9.6
net162,9.585
_03973_,9.58
_05550_,9.58
_05668_,9.58
_05764_,9.58
_08278_,9.58
blkProj14999_7.blk2116_47.r_Registers\[19\]\[1\],9.58
blkProj14999_7.blk2116_47.r_Registers\[6\]\[24\],9.58
blkProj14999_7.blk2116_47.r_Registers\[7\]\[29\],9.58
_03465_,9.565
_04729_,9.56
_04330_,9.54
_05071_,9.54
_05233_,9.54
_05312_,9.54
net369,9.54
net411,9.54
net482,9.54
_05301_,9.535
_02272_,9.52
_02431_,9.52
_02462_,9.52
_02556_,9.52
_02564_,9.52
_05605_,9.52
_05777_,9.52
_06933_,9.52
_07045_,9.52
_07380_,9.52
blkProj14999_7.blk3989_105.Result\[15\],9.52
_00642_,9.5
_01882_,9.5
_02741_,9.5
_03228_,9.5
_03662_,9.5
_05592_,9.5
_05993_,9.5
_08096_,9.5
_03216_,9.48
_03291_,9.48
_04019_,9.48
_04281_,9.48
_05113_,9.48
_05223_,9.48
_06303_,9.48
_07141_,9.48
_08256_,9.48
_08628_,9.48
blkProj14999_7.blk2116_47.r_Registers\[13\]\[1\],9.48
blkProj14999_7.blk2116_47.r_Registers\[4\]\[19\],9.48
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[4\],9.48
_02614_,9.465
_01597_,9.46
_07377_,9.46
blkProj14999_7.blk2116_47.r_Registers\[15\]\[24\],9.46
blkProj14999_7.blk2116_47.r_Registers\[19\]\[5\],9.46
blkProj14999_7.blk2116_47.r_Registers\[31\]\[18\],9.46
_02661_,9.445
_02634_,9.44
_03332_,9.44
_03596_,9.44
_04415_,9.44
_06611_,9.44
_08573_,9.44
_08892_,9.44
blkProj14999_7.blk2116_47.r_Registers\[26\]\[2\],9.44
_04083_,9.42
_04675_,9.42
_05254_,9.42
_06148_,9.42
_08479_,9.42
_02282_,9.4
_05690_,9.4
_05886_,9.4
_06706_,9.4
_07024_,9.4
_07586_,9.4
_07919_,9.4
_08639_,9.4
net128,9.4
net233,9.4
net319,9.4
net423,9.4
net454,9.4
_07709_,9.38
net105,9.38
_02702_,9.365
_00521_,9.36
_03126_,9.36
_03221_,9.36
_03403_,9.36
_07055_,9.36
_07424_,9.36
_07726_,9.36
_08578_,9.36
_08657_,9.36
_08805_,9.36
blkProj14999_7.blk2116_47.r_Registers\[27\]\[4\],9.36
_00679_,9.35
_02102_,9.34
_02385_,9.34
_03075_,9.34
_09032_,9.34
blkProj14999_7.blk2116_47.r_Registers\[27\]\[3\],9.34
_02770_,9.325
_03023_,9.32
_04660_,9.32
_04887_,9.32
_07156_,9.32
_07270_,9.32
_07358_,9.32
_08424_,9.32
_08435_,9.32
_08913_,9.32
blkProj14999_7.blk2116_47.r_Registers\[30\]\[17\],9.305
_03683_,9.3
_04167_,9.3
_06027_,9.3
_06461_,9.3
net361,9.3
net386,9.3
_01326_,9.29
_02189_,9.28
_05237_,9.28
_05530_,9.28
_06389_,9.28
_06401_,9.28
_07764_,9.28
_08151_,9.28
blkProj14999_7.blk2116_47.r_Registers\[29\]\[12\],9.28
net490,9.28
net546,9.28
_03239_,9.26
_03430_,9.26
_05695_,9.26
_05734_,9.26
blkProj14999_7.blk2116_47.r_Registers\[29\]\[17\],9.26
net242,9.26
blkProj14999_7.blk2116_47.r_Registers\[14\]\[24\],9.245
_01624_,9.24
_02491_,9.24
_02567_,9.24
_05226_,9.24
_07631_,9.22
_08267_,9.22
_08629_,9.22
_00546_,9.21
_01984_,9.2
_02364_,9.2
_03680_,9.2
_04904_,9.2
_05051_,9.2
net262,9.2
net297,9.2
net354,9.2
net464,9.2
net492,9.2
_02767_,9.195
_01770_,9.18
_07450_,9.18
net525,9.18
blkProj14999_7.blk2116_47.r_Registers\[21\]\[28\],9.175
_00375_,9.17
_02477_,9.16
blkProj14999_7.blk2116_47.r_Registers\[29\]\[28\],9.16
blkProj14999_7.blk2116_47.r_Registers\[7\]\[30\],9.16
_01477_,9.14
_01507_,9.14
_01606_,9.14
_02704_,9.14
blkProj14999_7.blk2116_47.r_Registers\[17\]\[1\],9.14
blkProj14999_7.blk2116_47.r_Registers\[6\]\[1\],9.14
_04447_,9.12
_04875_,9.12
_06800_,9.12
_06868_,9.12
_07447_,9.12
_07669_,9.12
_07898_,9.12
_07956_,9.12
blkProj14999_7.blk2116_47.r_Registers\[12\]\[3\],9.12
blkProj14999_7.blk2116_47.r_Registers\[14\]\[1\],9.12
blkProj14999_7.blk2116_47.r_Registers\[29\]\[24\],9.12
blkProj14999_7.blk2116_47.r_Registers\[31\]\[14\],9.12
blkProj14999_7.blkProj14991_42.blk3979_4.funct3_r\[2\],9.12
blkProj14999_7.blk3989_105.Result\[24\],9.1
blkProj14999_7.blkProj14991_42.blk3979_4.count\[5\],9.1
_00609_,9.09
_00652_,9.09
_03607_,9.08
_04028_,9.08
_05654_,9.08
_00647_,9.07
net104,9.065
_02857_,9.06
_04238_,9.06
_07268_,9.06
_07413_,9.06
_08295_,9.06
_08714_,9.06
_08791_,9.06
blkProj14999_7.blk2116_47.r_Registers\[4\]\[17\],9.06
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[27\],9.06
_06581_,9.05
_03304_,9.04
_05241_,9.04
_06077_,9.04
_08648_,9.04
blkProj14999_7.blk2116_47.r_Registers\[9\]\[25\],9.04
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[19\],9.04
_01217_,9.03
_01314_,9.03
_01008_,9.02
_03051_,9.02
_04021_,9.02
_04031_,9.02
_05368_,9.02
_05882_,9.02
_07105_,9.02
_07492_,9.02
_07532_,9.02
_08050_,9.02
blkProj14999_7.blk2116_47.r_Registers\[26\]\[30\],9.02
blkProj14999_7.blk3997_110.PC\[21\],9.02
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[30\],9.02
net143,9.02
net353,9.02
_00052_,9
_08352_,9
blkProj14999_7.blk2116_47.r_Registers\[8\]\[26\],9
_06104_,8.99
_01056_,8.98
_03688_,8.98
_04866_,8.98
_07393_,8.98
_08367_,8.98
_08601_,8.98
_00592_,8.97
_01013_,8.96
_02292_,8.96
_04968_,8.96
_08253_,8.96
o_Instruction[5],8.96
o_Instruction[7],8.96
o_exeout[30],8.96
net363,8.96
_02121_,8.94
_02828_,8.94
_02874_,8.94
_03292_,8.94
_06607_,8.94
_07779_,8.94
_07900_,8.94
_08618_,8.94
_09013_,8.94
net388,8.94
net401,8.94
net403,8.94
net455,8.94
net471,8.94
net502,8.94
_01740_,8.92
_02772_,8.92
_05055_,8.92
_05387_,8.92
_05596_,8.92
_05960_,8.92
_07121_,8.92
_07551_,8.92
_07715_,8.92
_07759_,8.92
_08049_,8.92
_00802_,8.91
_02761_,8.905
_00560_,8.9
_03062_,8.9
_03177_,8.9
_03287_,8.9
_03408_,8.9
_04065_,8.9
_04280_,8.9
_04703_,8.9
_05249_,8.9
_05589_,8.9
_06512_,8.9
_07320_,8.9
_07515_,8.9
_08187_,8.9
_08664_,8.9
_08695_,8.9
_08750_,8.9
blkProj14999_7.blk2116_47.r_Registers\[27\]\[26\],8.9
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[2\],8.9
net311,8.9
net486,8.9
_00774_,8.89
_03726_,8.88
_04607_,8.88
_06819_,8.88
blkProj14999_7.blk2116_47.r_Registers\[16\]\[2\],8.88
_01016_,8.87
_02195_,8.86
_02919_,8.86
_02960_,8.86
_04310_,8.86
_06559_,8.86
net263,8.86
_02592_,8.845
blkProj14999_7.blk2116_47.r_Registers\[26\]\[17\],8.845
_04282_,8.84
net247,8.84
net326,8.84
net327,8.84
_00208_,8.83
_02708_,8.825
_01093_,8.82
_02637_,8.82
_02925_,8.82
_03399_,8.82
_03516_,8.82
_04970_,8.82
_05591_,8.82
_07575_,8.82
_07791_,8.82
net488,8.82
net516,8.82
_05903_,8.81
_04435_,8.8
_04941_,8.8
_05014_,8.8
_06934_,8.8
_07572_,8.8
_08004_,8.8
blkProj14999_7.blk2116_47.r_Registers\[2\]\[26\],8.8
net276,8.8
net539,8.8
_01039_,8.79
_05213_,8.78
_07046_,8.78
_07602_,8.78
_08800_,8.78
net67,8.78
net266,8.78
net267,8.78
net399,8.78
_00239_,8.77
_03568_,8.76
_06816_,8.76
_08344_,8.76
_08422_,8.76
_02312_,8.755
_01963_,8.74
_03258_,8.74
_06549_,8.74
net277,8.74
_01448_,8.72
_01951_,8.72
_00559_,8.7
_03621_,8.7
_04166_,8.7
_05097_,8.7
_05961_,8.7
blkProj14999_7.blk2116_47.r_Registers\[11\]\[11\],8.7
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[0\],8.7
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[3\],8.7
_00381_,8.68
_01720_,8.68
_02512_,8.68
_02541_,8.68
blkProj14999_7.blk2116_47.r_Registers\[9\]\[6\],8.68
_07720_,8.675
blkProj14999_7.blk2116_47.r_Registers\[21\]\[23\],8.675
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[15\],8.66
_05733_,8.65
_04253_,8.645
_00504_,8.64
_05319_,8.64
net208,8.64
_02506_,8.625
_01512_,8.62
_03722_,8.62
_05412_,8.62
_05761_,8.62
_06380_,8.62
_07907_,8.62
blkProj14999_7.blk2116_47.r_Registers\[16\]\[30\],8.62
net443,8.62
_02582_,8.615
_00992_,8.61
_01699_,8.6
_01897_,8.6
_02432_,8.6
_04163_,8.6
_04225_,8.6
_04227_,8.6
_06497_,8.6
_07490_,8.6
_07937_,8.6
_08632_,8.6
net192,8.6
_04620_,8.595
_05304_,8.595
_01565_,8.58
_01766_,8.58
_02880_,8.58
_04320_,8.58
_07582_,8.58
blkProj14999_7.blk2116_47.r_Registers\[3\]\[23\],8.58
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[17\],8.58
net163,8.58
_02576_,8.565
_03107_,8.56
_03108_,8.56
_03124_,8.56
_03281_,8.56
_03421_,8.56
_04627_,8.56
_04720_,8.56
_06295_,8.56
_06907_,8.56
_06918_,8.56
_07123_,8.56
_07130_,8.56
_07708_,8.56
_08259_,8.56
_08377_,8.56
_08710_,8.56
_09021_,8.56
net134,8.56
_00116_,8.55
_01331_,8.55
_04254_,8.54
_00202_,8.52
_02437_,8.52
_04736_,8.52
_04849_,8.52
_04914_,8.52
_06273_,8.52
_07885_,8.52
_08304_,8.52
_08311_,8.52
_08589_,8.52
_08841_,8.52
_00409_,8.5
_02841_,8.5
_03911_,8.5
_04020_,8.5
_04210_,8.5
_05207_,8.5
_05261_,8.5
_07064_,8.5
_07772_,8.5
_08095_,8.5
net259,8.5
_03637_,8.49
_04070_,8.48
_04093_,8.48
_04747_,8.48
_04765_,8.48
_04871_,8.48
_05377_,8.48
_05384_,8.48
_07819_,8.48
_08558_,8.48
_08691_,8.48
net394,8.48
_03727_,8.46
_05940_,8.46
_07594_,8.46
blkProj14999_7.blk2116_47.r_Registers\[29\]\[18\],8.46
_03112_,8.44
_03264_,8.44
_04129_,8.44
_04201_,8.44
_05227_,8.44
_06122_,8.44
_06239_,8.44
_07741_,8.44
_07789_,8.44
_07867_,8.44
_08382_,8.44
_08926_,8.44
blkProj14999_7.blk2116_47.r_Registers\[13\]\[17\],8.44
blkProj14999_7.blk3989_105.Result\[26\],8.44
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[16\],8.44
net257,8.44
_07356_,8.42
_01017_,8.4
_03554_,8.4
_03983_,8.4
_04044_,8.4
_04099_,8.4
_05637_,8.4
_07015_,8.4
_07299_,8.4
_07365_,8.4
_07372_,8.4
_07633_,8.4
_08167_,8.4
_08331_,8.4
blkProj14999_7.blk3989_105.MULT\[11\],8.4
net366,8.4
_07666_,8.39
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[13\],8.38
net250,8.38
net292,8.38
_03074_,8.36
_03527_,8.36
_03717_,8.36
_04091_,8.36
_04191_,8.36
_04316_,8.36
_04959_,8.36
_05063_,8.36
_06556_,8.36
_06981_,8.36
blkProj14999_7.blk3989_105.Result\[19\],8.36
net491,8.36
_01400_,8.345
_04873_,8.34
_06423_,8.34
_06622_,8.34
net469,8.34
net506,8.34
blkProj14999_7.blk4000_70.o_Data\[9\],8.335
_00733_,8.32
_01465_,8.32
_03457_,8.32
_07722_,8.32
_07728_,8.32
_08026_,8.32
_01113_,8.31
_02658_,8.305
_02754_,8.305
net145,8.305
_00827_,8.28
net383,8.28
net438,8.28
net487,8.28
_07026_,8.27
_07458_,8.26
net515,8.26
_01488_,8.24
_05363_,8.24
_06241_,8.24
_06898_,8.24
_08619_,8.24
blkProj14999_7.blk2116_47.r_Registers\[10\]\[31\],8.22
net225,8.22
_01029_,8.2
_07028_,8.2
blkProj14999_7.blk2116_47.r_Registers\[13\]\[0\],8.2
blkProj14999_7.blk2116_47.r_Registers\[7\]\[25\],8.2
_01599_,8.18
_02009_,8.18
_01160_,8.17
_02755_,8.165
_02285_,8.16
_02370_,8.16
_02436_,8.16
_03651_,8.16
_02504_,8.145
_01363_,8.14
_02137_,8.14
_02381_,8.14
_02545_,8.14
_03045_,8.14
_03974_,8.14
_04058_,8.14
_06623_,8.14
_07988_,8.14
_08444_,8.14
_08832_,8.14
_08895_,8.14
_08904_,8.14
blkProj14999_7.blkProj14991_42.blk3979_4.count\[4\],8.14
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[21\],8.14
net379,8.14
net428,8.14
_07400_,8.13
_01562_,8.12
_05586_,8.12
_07406_,8.12
_07675_,8.12
_07962_,8.12
_08146_,8.12
_08533_,8.12
_02391_,8.1
_02397_,8.1
_02842_,8.1
_03178_,8.1
_03248_,8.1
_03436_,8.1
_03488_,8.1
_04080_,8.1
_04342_,8.1
_04366_,8.1
_05139_,8.1
_07084_,8.1
_08299_,8.1
_08342_,8.1
_08349_,8.1
_08686_,8.1
_08811_,8.1
_08860_,8.1
_08903_,8.1
_08964_,8.1
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[0\],8.1
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[12\],8.1
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[16\],8.1
_06317_,8.08
_07484_,8.08
_07529_,8.08
_02589_,8.065
_00458_,8.06
_03407_,8.06
_05232_,8.06
_07282_,8.06
_08340_,8.06
_08446_,8.06
_08507_,8.06
_08646_,8.06
_08704_,8.06
_02757_,8.055
_00128_,8.05
_03658_,8.04
_04909_,8.04
_06522_,8.04
_06894_,8.04
_07192_,8.04
_07790_,8.04
_08070_,8.04
o_Instruction[28],8.04
o_Instruction[9],8.04
o_exeout[12],8.04
o_exeout[19],8.04
o_exeout[27],8.04
o_exeout[28],8.04
o_exeout[29],8.04
o_exeout[6],8.04
_00044_,8.02
_00051_,8.02
_04482_,8.02
_04987_,8.02
_05222_,8.02
_05526_,8.02
_05921_,8.02
_06511_,8.02
_07104_,8.02
_07912_,8.02
_08412_,8.02
_08552_,8.02
_08564_,8.02
_08613_,8.02
net86,8.02
_02157_,8
_07441_,8
_07707_,8
blkProj14999_7.blk3989_105.Result\[22\],7.985
_01324_,7.98
_02705_,7.98
_03375_,7.98
_03412_,7.98
_03978_,7.98
_03982_,7.98
_04092_,7.98
_04276_,7.98
_04335_,7.98
_05326_,7.98
_05847_,7.98
_06229_,7.98
_06538_,7.98
_06658_,7.98
_07234_,7.98
_08419_,7.98
_08616_,7.98
_08931_,7.98
net291,7.98
_01267_,7.97
_02808_,7.945
_08389_,7.945
_00060_,7.94
_00295_,7.94
_03053_,7.94
_04043_,7.94
_07737_,7.94
_07850_,7.94
_08460_,7.94
_08492_,7.94
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[12\],7.94
_05570_,7.92
net447,7.92
net458,7.92
net494,7.92
net536,7.92
blkProj14999_7.blk2116_47.r_Registers\[17\]\[23\],7.91
_01972_,7.9
_02010_,7.9
_03266_,7.9
_03670_,7.9
_03994_,7.9
_04042_,7.9
_06214_,7.9
_06537_,7.9
_06633_,7.9
_07921_,7.9
_07994_,7.9
_08013_,7.9
_01832_,7.885
_02089_,7.885
_02604_,7.88
_04197_,7.88
_04289_,7.88
_05714_,7.88
_05932_,7.88
blkProj14999_7.blk2116_47.r_Registers\[18\]\[23\],7.88
net273,7.88
_00155_,7.86
_00334_,7.86
_01970_,7.86
_06456_,7.86
_07749_,7.86
_01083_,7.85
blkProj14999_7.blk2116_47.r_Registers\[26\]\[18\],7.85
_02119_,7.845
_00357_,7.84
_00483_,7.83
_00218_,7.82
_00397_,7.82
_01019_,7.82
_01126_,7.82
_06912_,7.82
net249,7.82
net358,7.82
blkProj14999_7.blk2116_47.r_Registers\[25\]\[18\],7.805
_01123_,7.8
_02341_,7.8
net209,7.8
_00327_,7.79
_00498_,7.79
